,date,rainfall,cyc1,cyc2,cyc3,cyc4,lag_1,lag_2,lag_3,lag_4,weekly_ema,monthly_ema,rainfall_binary,total_orders
1683,2012-09-05,0.0,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,216.0,232.0,234.0,249.0,194.2225035157425,204.7732522692227,0,109.0
1684,2012-09-06,0.0,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,109.0,216.0,232.0,234.0,207.41687763680684,207.49755857443412,0,247.0
1685,2012-09-07,0.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,247.0,109.0,216.0,232.0,200.81265822760517,205.78803866640612,0,181.0
1686,2012-09-08,0.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,181.0,247.0,109.0,216.0,208.10949367070384,207.35010068792835,0,230.0
1687,2012-09-09,0.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,230.0,181.0,247.0,109.0,239.83212025302788,215.58557806290077,0,335.0
1688,2012-09-10,0.0,0.0,1.0,-1.0,-1.8369701987210294e-16,335.0,230.0,181.0,247.0,253.87409018977093,220.77360528464908,0,296.0
1689,2012-09-11,2.333333333333333,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16,296.0,335.0,230.0,181.0,226.9055676423282,215.94950171789756,1,146.0
1690,2012-09-12,23.0,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,146.0,296.0,335.0,230.0,217.17917573174617,214.1463080586784,1,188.0
1691,2012-09-13,44.66666666666666,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,188.0,146.0,296.0,335.0,219.6343817988096,214.9755785065056,1,227.0
1692,2012-09-14,0.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,227.0,188.0,146.0,296.0,209.9757863491072,212.78360569963425,0,181.0
1693,2012-09-15,9.666666666666666,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,181.0,227.0,188.0,146.0,206.7318397618304,211.7653085577224,1,197.0
1694,2012-09-16,0.3333333333333333,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,197.0,181.0,227.0,188.0,250.5488798213728,222.74819187657903,1,382.0
1695,2012-09-17,0.6666666666666666,0.0,1.0,-1.0,-1.8369701987210294e-16,382.0,197.0,181.0,227.0,232.1616598660296,219.79669562647717,1,177.0
1696,2012-09-18,25.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16,177.0,382.0,197.0,181.0,225.6212448995222,218.90658623122056,1,206.0
1697,2012-09-19,42.0,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,206.0,177.0,382.0,197.0,221.21593367464163,218.2029355066257,1,208.0
1698,2012-09-20,21.0,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,208.0,206.0,177.0,382.0,215.6619502559812,216.9640364416821,1,199.0
1699,2012-09-21,3.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,199.0,208.0,206.0,177.0,198.24646269198595,212.3857115099607,1,146.0
1700,2012-09-22,35.333333333333336,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,146.0,199.0,208.0,206.0,209.43484701898944,214.3608268964149,1,243.0
