2008-01-26,0.3333333333333333,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,174.0,124.0,157.0,154.0,128.0,128.0,1
2008-01-27,0.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,128.0,174.0,124.0,157.0,141.5,131.48387096774195,0
2008-01-28,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387,182.0,128.0,174.0,124.0,122.125,127.13007284079086,0
2008-01-29,0.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,64.0,182.0,128.0,174.0,115.34375,125.05716491557855,0
2008-01-30,9.333333333333334,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,95.0,64.0,182.0,128.0,107.2578125,122.34379943715415,1
2008-01-31,8.333333333333334,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,83.0,95.0,64.0,182.0,112.943359375,122.83774786056357,1
2008-02-01,49.333333333333336,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,130.0,83.0,95.0,64.0,123.70751953125,124.97724799859174,1
2008-02-02,225.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,156.0,130.0,83.0,95.0,135.2806396484375,127.88194167610196,1
2008-02-03,0.3333333333333333,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,170.0,156.0,130.0,83.0,164.21047973632812,135.82504221312766,1
2008-02-04,4.0,0.0,1.0,0.8660254037844386,0.5000000000000001,251.0,170.0,156.0,130.0,143.1578598022461,132.22342658647426,1
2008-02-05,17.333333333333332,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,80.0,251.0,170.0,156.0,122.36839485168457,127.56385067766948,1
2008-02-06,43.333333333333336,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,60.0,80.0,251.0,170.0,108.27629613876343,123.5919893436263,1
2008-02-07,6.0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,66.0,60.0,80.0,251.0,100.20722210407257,120.52153841823106,1
2008-02-08,1.6666666666666667,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,76.0,66.0,60.0,80.0,98.15541657805443,118.68143916544197,1
2008-02-09,0.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,92.0,76.0,66.0,60.0,93.11656243354082,116.05683018702636,0
2008-02-10,0.0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,78.0,92.0,76.0,66.0,123.58742182515562,122.4402604975408,0
2008-02-11,0.0,0.0,1.0,0.8660254037844386,0.5000000000000001,215.0,78.0,92.0,76.0,107.19056636886671,118.28282433640913,0
2008-02-12,0.0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,58.0,215.0,78.0,92.0,108.14292477665003,117.8129647018021,0
2008-02-13,0.0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,111.0,58.0,215.0,78.0,106.10719358248753,116.66374117265359,0
2008-02-14,0.0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,100.0,111.0,58.0,215.0,101.83039518686564,114.87898367764367,0
2008-02-15,0.0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,89.0,100.0,111.0,58.0,107.37279639014923,115.46743634360216,0
2008-02-16,0.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,124.0,89.0,100.0,111.0,99.02959729261192,112.79211786982138,0
2008-02-17,0.0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,74.0,124.0,89.0,100.0,109.02219796945894,114.4829489749942,0
2008-02-18,0.0,0.0,1.0,0.8660254037844386,0.5000000000000001,139.0,74.0,124.0,89.0,93.51664847709421,110.12921033144619,0
2008-02-19,0.0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,47.0,139.0,74.0,124.0,95.63748635782065,109.60474514877224,0
2008-02-20,0.0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,102.0,47.0,139.0,74.0,88.97811476836549,106.9850841714321,0
2008-02-21,0.3333333333333333,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,69.0,102.0,47.0,139.0,104.48358607627412,109.82475616037198,1
2008-02-22,8.0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,151.0,69.0,102.0,47.0,129.11268955720558,115.83606221454153,1
2008-02-23,1.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,203.0,151.0,69.0,102.0,150.33451716790418,122.16921949102273,1
2008-02-24,0.0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,214.0,203.0,151.0,69.0,181.50088787592813,132.02926984644063,0
2008-02-25,77.0,0.0,1.0,0.8660254037844386,0.5000000000000001,275.0,214.0,203.0,151.0,149.6256659069461,126.99512340473478,1
2008-02-26,22.666666666666668,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,54.0,275.0,214.0,203.0,127.21924943020957,122.67285737862288,1
2008-02-27,26.0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,60.0,54.0,275.0,214.0,111.16443707265718,118.82299561226012,1
2008-02-28,0.3333333333333333,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,63.0,60.0,54.0,275.0,104.62332780449289,116.64086686308205,1
2008-02-29,0.3333333333333333,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,85.0,63.0,60.0,54.0,128.71749585336966,122.08339158159289,1
2008-03-01,101.66666666666669,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,201.0,85.0,63.0,60.0,136.78812189002724,124.59414051181271,1
2008-03-02,1.3333333333333333,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,161.0,201.0,85.0,63.0,148.84109141752043,128.49129273685705,1
